"";"File";"Begin.Time...hh.mm.ss.ms";"Trial";"Part";"Subject";"Scope";"Words";"Gesture";"Dimension";"Handshape";"N.Hands";"Comment";"Speech";"Translation";"comment";"Grammar";"General.comments";"Language"
"4286";"tur15";"00:00:52.083";"2";"2";"sound";"Thickness";"baya";"1";"vert";"flat H";2;NA;"Ikincisi baya kalin bir sesti";"The second one was a quite thick sound";NA;NA;NA;"Turkish"
"4288";"tur15";"00:00:53.730";"2";"2";"sound";"Thickness";"kalin";"1";"size";"neutral grip";2;NA;"Ikincisi baya kalin bir sesti";"The second one was a quite thick sound";NA;NA;NA;"Turkish"
"4292";"tur15";"00:01:13.172";"3";"1";"sound";"Thickness";"inceydi";"1";"vert";"flat H";1;NA;"Ikinci ses daha inceydi";"The second sound was more thin";NA;"inceydi = past tense";NA;"Turkish"
"4298";"tur15";"00:01:27.341";"4";"2";"sound";"Thickness";"kalindi";"1";"vert";"flat H";1;NA;"Ilk ses daha kalindi";"The first sound was more thick";NA;"kalindi = past tense";NA;"Turkish"
"4302";"tur15";"00:01:28.465";"4";"3";"sound";"Thickness";"inceydi";"1";"vert";"flat H";1;"gesture together with the one before";"Ikinci ses daha inceydi ";"The second sound was more thin";NA;"inceydi = past tense";NA;"Turkish"
"4308";"tur15";"00:01:45.691";"5";"1";"sound";"Thickness";"ince";"1";"none";"flat H";1;NA;"Ilk ses daha ince";"The first sound is more thin";NA;NA;NA;"Turkish"
"4312";"tur15";"00:01:46.628";"5";"2";"sound";"Thickness";"kalin";"1";"none";"flat H";1;"gesture before";"Ikinci ses daha kalin";"The second sound is more thick";NA;NA;NA;"Turkish"
"4318";"tur15";"00:02:05.919";"6";"1";"sound";"Thickness";"kalin";"1";"none";"neutral grip";1;NA;"Ilk ses daha kalindi";"The first sound was more thick";NA;"kalindi = past tense";NA;"Turkish"
"4322";"tur15";"00:02:07.441";"6";"2";"sound";"Thickness";"ince";"1";"none";"narrow grip";1;NA;"Ikinci ses daha inceydi";"The second sound was more thin";NA;"inceydi = past tense";NA;"Turkish"
"4326";"tur15";"00:02:26.204";"7";"1";"sound";"Height";"yuksek";"1";"vert";"open";2;NA;"Cok yuksek, cok ince tonlu bir ses";"A very high, very thin toned sound";NA;NA;NA;"Turkish"
"4330";"tur15";"00:02:40.986";"8";"1";"sound";"Thickness";"ince";"1";"none";"open";2;NA;"Ilk ton cok ince tonlu bir ses";"The first tone is a very thin toned sound";NA;NA;NA;"Turkish"
"4336";"tur15";"00:03:01.481";"9";"1";"tone";"Thickness";"ince";"1";"vert";"narrow grip";1;NA;"Ilk ses cok ince bir ton";"The first sound is a very thin tone";NA;NA;"double mapping";"Turkish"
"4340";"tur15";"00:03:03.884";"9";"2";"tone";"Thickness";"kalin";"1";"vert";"wide grip";1;NA;"Ikinci ses baya kalin bir tondu";"The second sound was a quite thick tone";NA;NA;"double mapping";"Turkish"
"4346";"tur15";"00:03:17.988";"10";"1";"sound";"Thickness";"ince";"1";"none";"narrow grip";2;NA;"Ilk ses daha ince";"The first sound is more thin";NA;NA;NA;"Turkish"
"4350";"tur15";"00:03:18.816";"10";"2";"sound";"Thickness";"kalin";"1";"vert";"flat H";2;NA;"Ikinci ses daha kalin";"The second sound is more thick";NA;NA;NA;"Turkish"
"4356";"tur15";"00:03:52.631";"11";"1";"voice";"Thickness";"kalin";"1";"size";"wide grip";2;NA;"Ikiside sey erkek sesi gibi hani kalin";"Both are like male voices like thick";NA;NA;NA;"Turkish"
"4360";"tur15";"00:03:55.047";"11";"2";"none";"Thickness";"ince";"1";"none";"neutral grip";1;NA;"Ilki birazcik daha ince";"The first one is a little bit more thin";NA;NA;NA;"Turkish"
"4364";"tur15";"00:03:56.095";"11";"3";"none";"Thickness";"kalindi";"0";NA;NA;NA;NA;"Ikincisi birazcik daha kalindi ama ";"But the second one was a little bit more thick ";NA;"kalindi = past tense";NA;"Turkish"
"4370";"tur15";"00:04:09.928";"12";"1";"none";"Thickness";"ince";"1";"none";"narrow grip";1;NA;"Ilki birazcik daha ince";"The first one is a little bit more thin";NA;NA;NA;"Turkish"
"4374";"tur15";"00:04:11.268";"12";"2";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisi birazcik daha kalin";"The second one is a little bit more thick";NA;NA;NA;"Turkish"
"4378";"tur15";"00:04:38.991";"13";"1";"sound";"Thickness";"ince";"1";"vert";"flat H";1;NA;"Ikincisi cok ince bir seste";"The second one is a very thin sound";NA;NA;NA;"Turkish"
"4384";"tur15";"00:04:51.528";"14";"1";"tone";"Thickness";"kalin";"1";"none";"neutral grip";2;NA;"Ilk ton birazcik daha kalin";"The first tone is a little bit more thick";NA;NA;NA;"Turkish"
"4388";"tur15";"00:04:55.999";"14";"2";"tone";"Thickness";"ince";"1";"vert";"flat H";1;NA;"Ikincisi cok ince bir ses tonuydu";"The second one was a very thin tone";NA;NA;NA;"Turkish"
"4394";"tur15";"00:05:07.395";"15";"1";"none";"Thickness";"ince";"1";"vert";"flat H";1;NA;"Ilki daha ince";"The first one is more thin";NA;NA;NA;"Turkish"
"4398";"tur15";"00:05:08.638";"15";"2";"none";"Thickness";"kalin";"1";"vert";"flat H";1;"gesture movement before";"Ikincisi birazcik daha kalin";"The second one a little bit more thick";NA;NA;NA;"Turkish"
"4402";"tur15";"00:05:10.124";"15";"3";"sound";"Thickness";"ince";"1";"vert";"flat H";2;"gesture movement before";"Ama ikiside ince seslerdi yine";"But both were thin sounds ";NA;NA;NA;"Turkish"
"4406";"tur15";"00:05:38.680";"16";"1";"tone";"Thickness";"ince";"1";"none";"wide grip";2;NA;"Ikinci ton cok ince bir tondu";"The second tone was a very thin tone";NA;NA;NA;"Turkish"
"4410";"tur15";"00:06:06.482";"17";"1";"none";"Thickness";"kalindi";"1";"none";"narrow grip";2;NA;"Galiba ilki birazcik daha seydi ama kalindi";"But perhaps the first one was a little bit more thick";NA;"kalindi = past tense";NA;"Turkish"
"4416";"tur15";"00:06:21.391";"18";"1";"voice";"Thickness";"ince";"1";"none";"wide grip";2;NA;"Ilki cok ince bir kadin sesi";"The first one is a very thin female voice";NA;NA;NA;"Turkish"
"4420";"tur15";"00:06:23.151";"18";"2";"voice";"Thickness";"kalin";"1";"vert";"wide grip";1;NA;"Ikincisi cok kalin bir erkek sesi";"The second one is a very thick male voice";NA;NA;NA;"Turkish"
"4426";"tur15";"00:06:35.504";"19";"1";"none";"Thickness";"kalin";"1";"none";"narrow grip";2;NA;"Ilki birazcik daha kalin";"The first one is a little bit more thick";NA;NA;NA;"Turkish"
"4430";"tur15";"00:06:40.157";"19";"2";"sound";"Thickness";"ince";"1";"none";"neutral grip";1;NA;"Ikincisi cok daha ince bir sesti";"The second one was a much more thick sound";NA;NA;NA;"Turkish"
"4440";"tur15";"00:06:55.726";"20";"2";"sound";"Thickness";"ince";"1";"vert";"flat H";1;NA;"Ikincisi ince bir sesti";"The second one was a thin sound";NA;NA;NA;"Turkish"
"4444";"tur15";"00:07:10.477";"21";"1";"none";"Thickness";"inceydi";"1";"none";"flat H";1;NA;"Ikincisi daha inceydi";"The second one was more thin";NA;"inceydi = past tense";NA;"Turkish"
"4450";"tur15";"00:07:57.794";"22";"1";"sound";"Thickness";"ince";"1";"none";"neutral grip";2;NA;"Ikiside ince sesler";"Both are thin sounds";NA;NA;NA;"Turkish"
"4454";"tur15";"00:07:59.886";"22";"2";"none";"Thickness";"inceydi";"1";"vert";"flat H";1;NA;"Ilki daha inceydi";"The first one was more thin";NA;"inceydi = past tense";NA;"Turkish"
"4458";"tur15";"00:08:01.963";"22";"3";"none";"Thickness";"kalindi";"1";"none";"open";2;NA;"Ikincisi birazcik daha kalindi";"The second one was a little bit more thick";NA;"kalindi = past tense";NA;"Turkish"
"4464";"tur15";"00:08:38.300";"23";"1";"sound";"Thickness";"kalinlikta";"1";"vert";"flat H";2;NA;"Ikiside sey hani... orta kalinlikta, ama biraz kalina dogru sesler";"Both are like... in middle thickness, but sounds that are a bit toward thick";NA;"thickness";NA;"Turkish"
"4470";"tur15";"00:08:42.331";"23";"2";"none";"Thickness";"kalin";"1";"vert";"flat H";2;"see before";"Ilki birazcik daha kalin";"The first one is a little bit more thick";NA;NA;NA;"Turkish"
"4474";"tur15";"00:08:43.362";"23";"3";"none";"Thickness";"ince";"1";"vert";"flat H";2;NA;"Ikincisi birazcik daha ince";"The second one is a little bit more thin";NA;NA;NA;"Turkish"
"4480";"tur15";"00:08:59.302";"24";"1";"sound";"Thickness";"kalin";"1";"none";"neutral grip";2;NA;"Karisik, icinde hem kalin hem ince sesler vardi";"Mixed, it had both thick and thin sounds";NA;NA;NA;"Turkish"
"4482";"tur15";"00:09:00.390";"24";"1";"sound";"Thickness";"ince";"1";"none";"neutral grip";2;NA;"Karisik, icinde hem kalin hem ince sesler vardi";"Mixed, it had both thick and thin sounds";NA;NA;NA;"Turkish"
"4486";"tur15";"00:09:03.159";"24";"2";"sound";"Thickness";"kalin";"1";"none";"wide grip";2;"see before";"Ikinci ses kalin bir sesti";"The second sound was a thick sound";NA;NA;NA;"Turkish"
"4492";"tur15";"00:09:15.685";"25";"1";"sound";"Thickness";"kalin";"1";"none";"neutral grip";2;NA;"Ilk ses kalin bir sesti";"The first sound was a thick sound";NA;NA;NA;"Turkish"
"4496";"tur15";"00:09:17.855";"25";"2";"sound";"Thickness";"inceydi";"1";"vert";"flat H";1;"see before";"Ikinci ses birazcik daha inceydi";"The second sound was a little bit more thin";NA;"Inceydi = past tense";NA;"Turkish"
"4512";"tur16";"00:00:21.662";"1";"1";"sound";"Height";"yuksek";"1";"vert";"point";1;"gesture after";"Yuksek tonda birbirine yakin iki ses";"Two high toned sounds that are close to each other";NA;NA;NA;"Turkish"
"4516";"tur16";"00:00:27.465";"1";"2";"tone";"Height";"yuksek";"1";"vert";"point";1;NA;"Ikincisi birincisinden daha yuksek tonda";"The second one is on a higher tone than the first one";NA;NA;NA;"Turkish"
"4522";"tur16";"00:00:47.705";"2";"1";"tone";"Height";"yuksek";"1";"vert";"point";1;NA;"Yine yuksek bir seyde, tonda";"Again on a high tone";NA;NA;NA;"Turkish"
"4526";"tur16";"00:00:54.365";"2";"2";"tone";"Height";"yuksek";"1";"vert";"point";1;NA;"Ikincisi ilkine g̦re cok cok daha yuksek bir tonda";"The second one is a much much higher tone than the first one";NA;NA;NA;"Turkish"
"4532";"tur16";"00:01:12.563";"3";"1";"voice";"Height";"yuksek";"1";"vert";"point";1;NA;"Gene yuksek bir kadin sesi";"Again a high female voice";NA;NA;NA;"Turkish"
"4536";"tur16";"00:01:16.296";"3";"2";"sound";"Height";"yuksek";"1";"vert";"point";1;"gesture before";"Ve cok cok daha yuksek bir, daha tiz bir ses";"And a much much more high, a more shrill sound";NA;NA;NA;"Turkish"
"4542";"tur16";"00:01:59.161";"5";"1";"voice";"Thickness";"kalin";"1";"vert";"other";1;"gesture before";"Ikincisi daha kalin bir erkek sesi";"The second one is a more thick male voice";NA;NA;NA;"Turkish"
"4546";"tur16";"00:02:36.227";"6";"1";"voice";"Thickness";"kalin";"1";"vert";"point";1;"gesture before";"Ve baya kalin bir erkek sesi";"And a quite thick male voice";NA;NA;NA;"Turkish"
"4554";"tur16";"00:03:35.132";"9";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Birincisi baya kalin";"The first one is quite thick";NA;NA;NA;"Turkish"
"4564";"tur16";"00:05:11.602";"13";"1";"none";"Thickness";"kalin";"1";"vert";"flat H";1;"gesture before";"Birincisine g̦re ikincisi cok cok daha kalin";"As compared to the first one, the second one is much much more thick";NA;NA;NA;"Turkish"
"4568";"tur16";"00:05:24.462";"14";"1";"none";"Thickness";"kalin";"1";"vert";"other";1;"gesture before";"Ikincisi cok cok kalin";"The second one is very very thick";NA;NA;NA;"Turkish"
"4576";"tur16";"00:06:11.505";"17";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Daha kalin bir erkek sesi";"A more thick male voice";NA;NA;NA;"Turkish"
"4588";"tur16";"00:06:50.185";"19";"2";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Bir ondan biraz daha kalin bayan sesi";"One female voice a little more thick than that one";NA;NA;NA;"Turkish"
"4594";"tur16";"00:07:03.328";"20";"1";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Baya kalin erkek sesi";"Quite thick male voice";NA;NA;NA;"Turkish"
"4598";"tur16";"00:07:07.213";"20";"2";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Cok ince bir bayan sesi";"A very thin female sound";NA;NA;NA;"Turkish"
"4604";"tur16";"00:08:11.897";"22";"1";"tone";"Height";"dusuk";"0";NA;NA;NA;NA;"Galiba ikincisinin tonu daha dusuk";"Probably the second one's tone is more fallen";NA;NA;NA;"Turkish"
"4610";"tur16";"00:08:43.288";"23";"1";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Bir cok ince";"One very thin ";NA;NA;NA;"Turkish"
"4614";"tur16";"00:08:43.965";"23";"2";"none";"Thickness";"kalin";"0";NA;NA;NA;NA;"Bir cok kalin";"One very thick";NA;NA;NA;"Turkish"
"4618";"tur16";"00:08:57.709";"24";"1";"none";"Thickness";"kalin";"1";"vert";"flat H";1;"gesture before";"Ikincisi birincisine g̦ra daha kalin";"The second one is more thick as compared to the first one";NA;NA;NA;"Turkish"
"4622";"tur16";"00:09:13.731";"25";"1";"tone";"Height";"dusuk";"1";"vert";"point";1;"gesture before";"Ikincisinin tonu daha dusuk";"The second one's tone is more fallen";NA;NA;NA;"Turkish"
"4636";"tur17";"00:01:20.030";"1";"1";"tone";"Thickness";"ince";"1";NA;NA;NA;NA;"Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti";"In the first one thin and thick tones were together In the second one it went more towards thick";NA;NA;NA;"Turkish"
"4638";"tur17";"00:01:20.515";"1";"1";"tone";"Thickness";"kalin";"1";NA;NA;NA;NA;"Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti";"In the first one thin and thick tones were together In the second one it went more towards thick";NA;NA;NA;"Turkish"
"4640";"tur17";"00:01:23.809";"1";"1";"none";"Thickness";"kalina";"1";NA;NA;NA;"dative";"Ilkinde ince ve kalin ses tonlari birlikteydi Ikincisinde biraz daha kalina dogru gecti";"In the first one thin and thick tones were together In the second one it went more towards thick";NA;NA;NA;"Turkish"
"4654";"tur17";"00:02:24.760";"2";"1";"voice";"Thickness";"kalin";"1";NA;NA;NA;NA;"Eee, yani, kalin erkek sesi b̦yle ama titresimli bir sekilde, titrek bir ses cikiyordu.";"Eee, like a thick male voice but in a vibrating way, it was a trembling sound";NA;NA;NA;"Turkish"
"4660";"tur17";"00:03:00.280";"3";"1";"voice";"Thickness";"kalin";"1";NA;NA;NA;NA;"Ilki b̦yle, biraz ruhani bir erkek sesi. Eh, yani erkek sesi, kalin, ama eh, hani b̦yle kiliselerde olan seremoniler gibi b̦yle biraz ses ruhaniydi";"The first one was a bit of a spiritual male voice. Eh, like male voice, thick, but eh, the voice was a bit spiritual like in the ceremonies in church.";NA;NA;NA;"Turkish"
"4680";"tur17";"00:03:59.290";"3";"2";"voice";"Thickness";"kalin";"0";NA;NA;NA;NA;"Ikincisi, bir, nispeten, daha kalin bir erkek sesi";"The second one, comparatively, is a more thick male voice. ";NA;NA;NA;"Turkish"
"4704";"tur17";"00:05:39.044";"5";"1";"voice";"Thickness";"Inceltilmis";"0";NA;NA;NA;NA;"Ikincisi de yine b̦yle inceltilmis ruhani bir erkek sesi.";"The second one is again a spiritual male voice made thinner.";NA;" = made thinner";NA;"Turkish"
"4720";"tur17";"00:06:12.595";"6";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Evet. Ilki cok ince kadin sesi.";"Yes. The first one is a very thin female voice.";NA;NA;NA;"Turkish"
"4724";"tur17";"00:06:16.349";"6";"2";"voice";"Height";"Incenin";"0";NA;NA;NA;"mix height/thickness, ust = above";"Ikincisi de��_ Bu cok inceninin bir ust tonu olan kadin sesi. Yani, biraz daha tok yani, belki biraz daha ton farki vardir da ";"And the second one��_ Is a female voice one tone above this very thin one�۪s. Like, a bit more satiated/full, and maybe a bit more difference in the tone";NA;" = ince + poss suffix";NA;"Turkish"
"4734";"tur17";"00:06:43.715";"7";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Ilki kalin olmayan erkek sesi Ikincisi de ince olan kadin sesi";"The first one is a male voice that isn�۪t thick And the second one is a thin female voice";NA;NA;NA;"Turkish"
"4752";"tur17";"00:07:35.681";"8";"1";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ikincisi de ince. Hatta, yani, biraz tiz kadin sesi";"And the second one is thin. Even, like, a little shrill female voice";NA;NA;NA;"Turkish"
"4762";"tur17";"00:08:25.513";"9";"1";"none";"Thickness";"ince";"1";NA;NA;NA;NA;"Yani ilki o kadar da normal degil. Biraz daha yine ince bir karakteri var yani. Yine ayni opera sanatcisi bir kadinin cikarabilecegi seste bir ses.";"Like the first one is not that normal. Again it has a bit more of a thin character. Again just like the sound a female opera singer can produce. ";NA;NA;NA;"Turkish"
"4766";"tur17";"00:08:31.395";"9";"2";"none";"Thickness";"ince";"1";NA;NA;NA;NA;"Ama ikincisi baya ince ";"But the second one is quite thin";NA;NA;NA;"Turkish"
"4772";"tur17";"00:08:47.365";"10";"Part 1";"voice";"Thickness";"kalinik";"1";NA;NA;NA;NA;"Evet, ilki, eh��_ Orta kalinlikta titresimli erkek sesi";"Yes, the first one is eh��_ A vibrating male voice in middle level thickness";NA;"kalinlikta = in thickness";NA;"Turkish"
"4788";"tur17";"00:09:48.420";"11";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Bu sey��_ Ilki, eh... ince kadin sesi";"This is��_. The first one is, eh��_ a thin female voice";NA;NA;NA;"Turkish"
"4798";"tur17";"00:10:26.929";"12";"1";"voice";"Thickness";"ince";"0";NA;NA;NA;NA;"Evet, ilki ince, ince tiz bir kadin sesi";"Yes, the first one is a thin, thin shrill female voice";NA;NA;NA;"Turkish"
"4802";"tur17";"00:10:32.126";"12";"2";"none";"Thickness";"kalina";"0";NA;NA;NA;"kalina = thick + dative suffixe (very weak)";"Ikincisinde bir ton daha arttiriyor. Biraz daha kalina geciyor.";"In the second one, it is adding one more tone. It transfers to a bit more thick.";NA;NA;NA;"Turkish"
"4812";"tur17";"00:10:58.180";"13";"1";"none";"Thickness";"kalin";"0";NA;NA;NA;"The descriptions continues with examples of the Tazmanian monster";"Biraz daha kalin ve titresimli";"A bit more thick and vibrant";NA;NA;NA;"Turkish"
"4818";"tur17";"00:11:50.282";"14";"1";"voice";"Thickness";"ince";"1";NA;NA;NA;NA;"Ilki cigliga yakin cok��_ cigliga yakin, dolayisiyla cok ince ve tiz bir kadin sesi";"The first one is very close to a scream��_ close to a scream, hence a very thin and shrill female voice";NA;NA;NA;"Turkish"
"4822";"tur17";"00:11:54.199";"14";"2";"voice";"Thickness";"kalin";"1";NA;NA;NA;NA;"Ikincisi de, eh, tok kalin ve biraz da titresimli erkek sesi. ";"And the second one, eh, is a full, thick and a bit vibrant male voice.";NA;NA;NA;"Turkish"
"4828";"tur17";"00:12:10.689";"15";"1";"voice";"Thickness";"kalin";"1";NA;NA;NA;NA;"Evet, bu sefer ilki tok kalin titresimli erkeki sesi";"Yes, this time the first one is a full, thick, vibrant male voice";NA;NA;NA;"Turkish"
"4835";"tur17";"00:12:19.413";"15";"2";"none";"Thickness";"ince";"0";NA;NA;NA;NA;"Ince ama...";"Thin, but...";NA;NA;NA;"Turkish"
"4842";"tur17";"00:12:33.045";"16";"1";"none";"Thickness";"kalinligi";"1";NA;NA;NA;"kalinligi = noun, the thickness + accusative suffixe";"Ilki yine titresimli erkek sesi ama bu sefer kalinligi azaldi, asiri kalin degil, o tazmanya canavarimsi kalinlik yok";"The first one is again a vibrant male voice but this time the thickness has decreased, it is not excessively thick, that Tazmanian monsterish thickness is not there";NA;NA;NA;"Turkish"
"4854";"tur17";"00:12:59.264";"17";"1";"none";"Thickness";"kalinlik";"1";NA;NA;NA;"kalinlik = noun, thickness";"Burada ilki erkek sesi, ikincisi kadin sesi. Ikisininde, eh, nasil diyeyim, kalinlik incelikleri yakin. Eh, yani, erkek sesi cok fazla kalin degil ilkinde, kadin sesi de cok fazla ince degil.";"Here the first one is a male voice, the second one a female voice. Both, eh, how can I put it, their thickness and thinnesses are close. Eh, like, the male voice isn�۪t too thick in the first one, and the female voice isn�۪t too thin.";NA;NA;NA;"Turkish"
"4856";"tur17";"00:12:59.824";"17";"1";"none";"Thickness";"incelik";"1";NA;NA;NA;NA;"Burada ilki erkek sesi, ikincisi kadin sesi. Ikisininde, eh, nasil diyeyim, kalinlik incelikleri yakin. Eh, yani, erkek sesi cok fazla kalin degil ilkinde, kadin sesi de cok fazla ince degil.";"Here the first one is a male voice, the second one a female voice. Both, eh, how can I put it, their thickness and thinnesses are close. Eh, like, the male voice isn�۪t too thick in the first one, and the female voice isn�۪t too thin.";NA;NA;NA;"Turkish"
"4866";"tur17";"00:13:26.418";"18";"1";"none";"Thickness";"kalina";"0";NA;NA;NA;NA;"Ikincisi de kalina dogru giden ama yine yeternice kalin olarak adlandiramiyacagimiz. ";"And the second one goes/moves towards thick, but again it is not enough to call thick.";NA;"kalina = thick+ dative suffixe";NA;"Turkish"
"4898";"tur17";"00:15:00.925";"20";"2";"voice";"Thickness";"kalin";"1";NA;NA;NA;NA;"Yani��_ Ilki erkeye g̦re kalin degil, ama kalin tok bir ses algiliyorum";"Like��_ The first one is not thick for a man, but I�۪m perceiving a thick, full/satiated sound/voice";NA;NA;NA;"Turkish"
"4910";"tur17";"00:15:29.271";"21";"1";"none";"Thickness";"ince";"1";NA;NA;NA;NA;"Ilki biraz daha ince kadin sesi";"The first one is a bit more thin female voice";NA;NA;NA;"Turkish"
"4914";"tur17";"00:15:48.016";"21";"2";"none";"Thickness";"kalinlik";"1";NA;NA;NA;NA;"Yani��_ Ama ikincide daha fazla kalinlik oldugu belli";"Yeah��_ But in the second one it is obvious that there is more thickness";NA;"kalinlik = noun, thickness";NA;"Turkish"
"4932";"tur17";"00:17:25.501";"23";"1";"tone";"Thickness";"kalin";"0";NA;NA;NA;"Participant responds to confederate's question about the tonal qualities";"Iste tonu kalin, yani. Evet, kalin bir tonda.";"Like the tone is thick, Yes, it is a thick tone.";NA;NA;NA;"Turkish"
